rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
87,Stochastic gradient boosting,10.1016/s0167-9473(01)00065-2,https://doi.org/10.1016/s0167-9473(01)00065-2,2002,2002-02-01,Computational Statistics & Data Analysis,7117,No,closed,,https://openalex.org/W2070493638,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
88,Robust Estimation of a Location Parameter,10.1214/aoms/1177703732,https://doi.org/10.1214/aoms/1177703732,1964,1964-03-01,The Annals of Mathematical Statistics,7066,Yes,diamond,https://projecteuclid.org/journals/annals-of-mathematical-statistics/volume-35/issue-1/Robust-Estimation-of-a-Location-Parameter/10.1214/aoms/1177703732.pdf,https://openalex.org/W2046033161,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
89,Regression Models for Categorical and Limited Dependent Variables.,10.2307/2965458,https://doi.org/10.2307/2965458,1997,1997-12-01,Journal of the American Statistical Association,6973,No,closed,,https://openalex.org/W2016382728,Statistical Methods in Epidemiology,Statistics and Probability,article,2026-07-24T02:35:38+00:00
90,Additive logistic regression: a statistical view of boosting (With discussion and a rejoinder by the authors),10.1214/aos/1016218223,https://doi.org/10.1214/aos/1016218223,2000,2000-04-01,The Annals of Statistics,6964,Yes,bronze,https://projecteuclid.org/journals/annals-of-statistics/volume-28/issue-2/Additive-logistic-regression--a-statistical-view-of-boosting-With/10.1214/aos/1016218223.pdf,https://openalex.org/W2024046085,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
91,Bayesian Model Selection in Social Research,10.2307/271063,https://doi.org/10.2307/271063,1995,1995-01-01,Sociological Methodology,6928,No,closed,,https://openalex.org/W2089763487,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
92,Sisvar: a computer statistical analysis system,10.1590/s1413-70542011000600001,https://doi.org/10.1590/s1413-70542011000600001,2011,2011-12-01,Ciência e Agrotecnologia,6920,Yes,gold,https://www.scielo.br/j/cagro/a/yjKLJXN9KysfmX6rvL93TSh/?lang=en&format=pdf,https://openalex.org/W1747388711,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
93,The Theory of Probability,10.1038/109132a0,https://doi.org/10.1038/109132a0,1922,1922-02-01,Nature,6745,Yes,bronze,https://www.nature.com/articles/109132a0.pdf,https://openalex.org/W2126163471,Probability and Statistical Research,Statistics and Probability,article,2026-07-24T02:35:38+00:00
94,The Advanced Theory of Statistics.,10.2307/2344782,https://doi.org/10.2307/2344782,1978,1978-01-01,Journal of the Royal Statistical Society Series A (General),6735,No,closed,,https://openalex.org/W2611591252,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
95,Sampling-Based Approaches to Calculating Marginal Densities,10.1080/01621459.1990.10476213,https://doi.org/10.1080/01621459.1990.10476213,1990,1990-06-01,Journal of the American Statistical Association,6686,No,closed,,https://openalex.org/W2083875149,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
96,Biomarkers and surrogate endpoints: Preferred definitions and conceptual framework,10.1067/mcp.2001.113989,https://doi.org/10.1067/mcp.2001.113989,2001,2001-03-01,Clinical Pharmacology & Therapeutics,6661,No,closed,,https://openalex.org/W91108901,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
97,Sparse inverse covariance estimation with the graphical lasso,10.1093/biostatistics/kxm045,https://doi.org/10.1093/biostatistics/kxm045,2007,2007-12-12,Biostatistics,6615,Yes,bronze,https://academic.oup.com/biostatistics/article-pdf/9/3/432/17742149/kxm045.pdf,https://openalex.org/W2132555912,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
98,Ridge Regression: Biased Estimation for Nonorthogonal Problems,10.2307/1271436,https://doi.org/10.2307/1271436,2000,2000-02-01,Technometrics,6591,No,closed,,https://openalex.org/W2047028564,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
99,Balance diagnostics for comparing the distribution of baseline covariates between treatment groups in propensity‐score matched samples,10.1002/sim.3697,https://doi.org/10.1002/sim.3697,2009,2009-09-15,Statistics in Medicine,6576,Yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sim.3697,https://openalex.org/W2126049444,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
100,Statistics for Experimenters,10.2307/1267766,https://doi.org/10.2307/1267766,1979,1979-08-01,Technometrics,6540,No,closed,,https://openalex.org/W1968226729,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
101,Tests of Equality Between Sets of Coefficients in Two Linear Regressions,10.2307/1910133,https://doi.org/10.2307/1910133,1960,1960-07-01,Econometrica,6527,No,closed,,https://openalex.org/W1984536024,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
102,Regression Diagnostics -- Identifying Influential Data and Sources of Collinearity,10.2307/2581267,https://doi.org/10.2307/2581267,1981,1981-02-01,Journal of the Operational Research Society,6522,No,closed,,https://openalex.org/W2048997388,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
103,Rank Correlation Methods.,10.2307/2333282,https://doi.org/10.2307/2333282,1957,1957-06-01,Biometrika,6450,No,closed,,https://openalex.org/W2124379907,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
104,On the psychology of prediction.,10.1037/h0034747,https://doi.org/10.1037/h0034747,1973,1973-07-01,Psychological Review,6260,No,closed,,https://openalex.org/W1980054641,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
105,SOME PRACTICAL GUIDANCE FOR THE IMPLEMENTATION OF PROPENSITY SCORE MATCHING,10.1111/j.1467-6419.2007.00527.x,https://doi.org/10.1111/j.1467-6419.2007.00527.x,2008,2008-01-31,Journal of Economic Surveys,6199,No,closed,,https://openalex.org/W2159805452,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
106,Robust Regression and Outlier Detection,10.2307/1268828,https://doi.org/10.2307/1268828,1989,1989-05-01,Technometrics,6197,No,closed,,https://openalex.org/W2129249398,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
107,MissForest—non-parametric missing value imputation for mixed-type data,10.1093/bioinformatics/btr597,https://doi.org/10.1093/bioinformatics/btr597,2011,2011-10-28,Bioinformatics,6193,Yes,bronze,https://academic.oup.com/bioinformatics/article-pdf/28/1/112/50568519/bioinformatics_28_1_112.pdf,https://openalex.org/W2064186732,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
108,Root mean square error (RMSE) or mean absolute error (MAE)? – Arguments against avoiding RMSE in the literature,10.5194/gmd-7-1247-2014,https://doi.org/10.5194/gmd-7-1247-2014,2014,2014-06-30,Geoscientific model development,6187,Yes,gold,https://gmd.copernicus.org/articles/7/1247/2014/gmd-7-1247-2014.pdf,https://openalex.org/W2102148524,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
109,"Bootstrap Methods for Standard Errors, Confidence Intervals, and Other Measures of Statistical Accuracy",10.1214/ss/1177013815,https://doi.org/10.1214/ss/1177013815,1986,1986-02-01,Statistical Science,6158,Yes,bronze,https://projecteuclid.org/journals/statistical-science/volume-1/issue-1/Bootstrap-Methods-for-Standard-Errors-Confidence-Intervals-and-Other-Measures/10.1214/ss/1177013815.pdf,https://openalex.org/W2112688502,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
110,Nonparametric Statistical Methods,10.1080/00401706.1999.10485954,https://doi.org/10.1080/00401706.1999.10485954,1999,1999-11-01,Technometrics,6153,No,closed,,https://openalex.org/W2325343629,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
111,Missing Data Analysis: Making It Work in the Real World,10.1146/annurev.psych.58.110405.085530,https://doi.org/10.1146/annurev.psych.58.110405.085530,2008,2008-07-24,Annual Review of Psychology,6123,No,closed,,https://openalex.org/W2116814040,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
112,General Methods for Monitoring Convergence of Iterative Simulations,10.1080/10618600.1998.10474787,https://doi.org/10.1080/10618600.1998.10474787,1998,1998-12-01,Journal of Computational and Graphical Statistics,6103,No,closed,,https://openalex.org/W2093223772,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
113,Estimating and Testing Linear Models with Multiple Structural Changes,10.2307/2998540,https://doi.org/10.2307/2998540,1998,1998-01-01,Econometrica,6049,Yes,green,https://dspace.mit.edu/bitstream/1721.1/63516/1/estimatingtestin00baij.pdf,https://openalex.org/W1491711721,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
114,Mathematical Methods of Statistics.,10.2307/2226151,https://doi.org/10.2307/2226151,1947,1947-06-01,The Economic Journal,6030,No,closed,,https://openalex.org/W4255783720,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
115,Reversible jump Markov chain Monte Carlo computation and Bayesian model determination,10.1093/biomet/82.4.711,https://doi.org/10.1093/biomet/82.4.711,1995,1995-01-01,Biometrika,5937,No,closed,,https://openalex.org/W2106706098,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
116,A Multiple Comparison Procedure for Comparing Several Treatments with a Control,10.1080/01621459.1955.10501294,https://doi.org/10.1080/01621459.1955.10501294,1955,1955-12-01,Journal of the American Statistical Association,5911,No,closed,,https://openalex.org/W2012757283,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
117,Sensitivity Analysis in Observational Research: Introducing the E-Value,10.7326/m16-2607,https://doi.org/10.7326/m16-2607,2017,2017-07-10,Annals of Internal Medicine,5857,Yes,green,http://nrs.harvard.edu/urn-3:HUL.InstRepos:36874927,https://openalex.org/W2735301415,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
118,A NEW MEASURE OF RANK CORRELATION,10.1093/biomet/30.1-2.81,https://doi.org/10.1093/biomet/30.1-2.81,1938,1938-06-01,Biometrika,5844,No,closed,,https://openalex.org/W1985514943,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
119,Biostatistical Analysis (2nd ed.).,10.2307/2289268,https://doi.org/10.2307/2289268,1986,1986-06-01,Journal of the American Statistical Association,5834,No,closed,,https://openalex.org/W1978177900,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
120,Applied Regression Analysis,10.2307/1267833,https://doi.org/10.2307/1267833,1982,1982-11-01,Technometrics,5830,No,closed,,https://openalex.org/W4300945981,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
121,A Direct Approach to False Discovery Rates,10.1111/1467-9868.00346,https://doi.org/10.1111/1467-9868.00346,2002,2002-08-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),5814,Yes,bronze,https://academic.oup.com/jrsssb/article-pdf/64/3/479/49722049/jrsssb_64_3_479.pdf,https://openalex.org/W2105381419,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
122,A note on a general definition of the coefficient of determination,10.1093/biomet/78.3.691,https://doi.org/10.1093/biomet/78.3.691,1991,1991-01-01,Biometrika,5737,No,closed,,https://openalex.org/W2123162799,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
123,Applied Linear Statistical Models.,10.2307/2289108,https://doi.org/10.2307/2289108,1986,1986-12-01,Journal of the American Statistical Association,5678,No,closed,,https://openalex.org/W4291114417,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
124,Proportional hazards tests and diagnostics based on weighted residuals,10.1093/biomet/81.3.515,https://doi.org/10.1093/biomet/81.3.515,1994,1994-01-01,Biometrika,5643,No,closed,,https://openalex.org/W1966714873,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
125,Monte Carlo Statistical Methods,10.2307/1270959,https://doi.org/10.2307/1270959,2000,2000-11-01,Technometrics,5614,No,closed,,https://openalex.org/W1985093013,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
126,Entropy Balancing for Causal Effects: A Multivariate Reweighting Method to Produce Balanced Samples in Observational Studies,10.1093/pan/mpr025,https://doi.org/10.1093/pan/mpr025,2011,2011-10-17,Political Analysis,5605,No,closed,,https://openalex.org/W3122812581,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
127,Marginal Structural Models and Causal Inference in Epidemiology,10.1097/00001648-200009000-00011,https://doi.org/10.1097/00001648-200009000-00011,2000,2000-09-01,Epidemiology,5592,No,closed,,https://openalex.org/W2009187570,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
128,Synthetic Control Methods for Comparative Case Studies: Estimating the Effect of California’s Tobacco Control Program,10.1198/jasa.2009.ap08746,https://doi.org/10.1198/jasa.2009.ap08746,2010,2010-03-16,Journal of the American Statistical Association,5479,Yes,green,http://hdl.handle.net/1721.1/59447,https://openalex.org/W3125057276,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
